ip,page,session_id,timestamp,useragent
::1,/Netbeans/logger/index.php,0dea1b93f8a7f9e6d249a75308538d9d,20160130081544,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.97 Safari/537.36"
::1,/Netbeans/logger/index.php,0dea1b93f8a7f9e6d249a75308538d9d,20160130081550,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.97 Safari/537.36"
